t,V,m,h,n
0.0,-66.41386613564586,0.10324419300611909,0.6015198174337344,0.308301689174394
0.03933187799902175,-63.64390942203504,0.04981561870777469,0.5925606462371981,0.34864250933295676
0.09065999045313736,-65.36993948749874,0.0607837721315815,0.6012076470885044,0.3181117483720568
0.1539420417928659,-64.78143152382563,0.11648031079973206,0.6238349831737485,0.30778281091792
0.23012502654696743,-59.72378999757143,0.02535930412518049,0.592243294410092,0.3287778973636889
0.3191021578078171,-60.285204142984185,0.014906371867086286,0.5960497146339672,0.3080034603647305
0.42102075775876974,-64.63553429538639,0.10814112452080404,0.6034890899350939,0.32422776351091875
0.5354162590368663,-66.06742193014556,0.11267135289451234,0.5960998961041469,0.32920917288078994
0.6617463495254029,-67.53211706233802,0.14536480886595268,0.5767968917252396,0.34156059313005016
0.7991895282871246,-57.954267152851344,0.11533200590967704,0.5812118578996395,0.3237437712964871
0.9471453874079221,-59.95460512360806,0.03688358870538909,0.5740773796328593,0.3381049290960916
1.1059575852137464,-51.74801172579936,0.03435206797204354,0.5745387336273917,0.3565474594287514
1.2814952479353132,-50.861853720380154,0.15219162728435975,0.5728112044659444,0.34101630001870686
1.4649580313009642,-50.172225477116804,0.20759946902140225,0.5492836573273673,0.34416572857228356
1.5999385119429188,-41.747401605438306,0.28733065171707867,0.5313891029997019,0.37408290372605857
1.6982508438915704,-32.17169600897757,0.26680020151093203,0.5049824856287642,0.38004595248935547
1.7778540279276787,-30.290031025919117,0.2911017446231426,0.4676626758876947,0.37467575775444184
1.834068657894336,-26.410213400046935,0.35724987298889116,0.46699818614244265,0.38176577940002476
1.875769904203215,-8.234402064481289,0.4304988476418917,0.4497295571044032,0.37746345920241775
1.9089216154368853,-4.850028264258113,0.5916571529783671,0.4605588152179868,0.4107123759773752
1.9398939230641432,-0.8500852600619639,0.5673183464906811,0.4287413213483652,0.4115495958962481
1.9673952013213285,7.283642925565694,0.570825658665178,0.40823166508736913,0.4111557326754667
1.9958730952146415,26.438343602958092,0.573645996750733,0.4218207967249267,0.4407303885390357
2.020607350958788,36.52516227722756,0.7410775042579665,0.4180992482262337,0.4197481016104451
2.046531719102581,38.778038386534874,0.744704210983993,0.3779201326134781,0.45114214585406776
2.063294199159473,37.90922309799572,0.7793658038392519,0.37320241096039675,0.46232683908506916
2.0820773863043076,40.92837953058249,0.8158843808131684,0.38223522333852233,0.47021871145293703
2.0986790902035186,39.77064355008003,0.7574031084050049,0.3876726132656282,0.47023596275839336
2.1156822916053835,43.784093172527776,0.9130004295376452,0.36820788233998536,0.490727925785676
2.132141168869403,42.54054245934168,0.8439033095441171,0.38164719646061407,0.4874017194393254
2.148903525956818,40.848696440414145,0.9006390792825937,0.3574345330594046,0.49689109434048273
2.165829844636526,44.57767716292133,0.9525675422639025,0.3685158633040356,0.5176945847952472
2.183311495852605,47.58675481022539,0.8736631844553414,0.35101298390414093,0.5103355492354549
2.2014438123829967,43.00226749221083,0.9056877139205104,0.33493433675400336,0.528113298428059
2.2204767786721646,38.05523670075269,0.9408569172523968,0.3217888170893548,0.5479290814408866
2.2405307894946844,37.41591595591609,0.9191441857241246,0.3049730757299699,0.5292087225233474
2.2616967405381048,41.05461724543343,0.9991552763252007,0.34488307762728926,0.550541347715949
2.283883391746601,37.71973068396122,0.9489814364849751,0.29706093038034576,0.548221273630549
2.3068683449229477,34.26485526757,0.9896899429448494,0.3057614995844921,0.5561184801658755
2.3303743121068554,33.11029545521237,0.9448738632580488,0.3096388899307633,0.5654675317426836
2.3541884872386243,36.65174429175215,0.9775812632917162,0.3027081037878782,0.5840662405075147
2.3781680698143735,36.07591899833551,1.0439958572316896,0.3024786781688603,0.5907972730099106
