t,V,m,h,n
0.0,-57.85773209671286,0.10763284633323497,0.6407228175598789,0.3490541867273399
0.03933187799902175,-56.90979875155427,0.0007423679761845159,0.5918435182630404,0.32500429168612754
0.09065999045313736,-66.32410276373038,0.019710996946821054,0.5973570395393747,0.3435962307382861
0.1539420417928659,-67.36648128070784,0.04150081175201687,0.6129077494154388,0.33108428577480736
0.23012502654696743,-48.023280225639596,-0.13712935783581837,0.6172069551441494,0.35406388921542525
0.3191021578078171,-67.75760557504007,0.1228667793803961,0.6277834525542243,0.35939767075057144
0.42102075775876974,-51.131726387520246,0.060912689676720456,0.611491880356585,0.3366177826237517
0.5354162590368663,-65.83304184168645,0.09273967611601724,0.5905185154154344,0.2980528253779237
0.6617463495254029,-67.13546519124321,0.10333590899891225,0.6153794436102514,0.33496081052400867
0.7991895282871246,-51.27974755513359,0.039444548478805956,0.5691949583297238,0.26020195871991686
0.9471453874079221,-63.43354981481631,0.11067752444090181,0.6041223997120678,0.29846580557068453
1.1059575852137464,-65.68289119932038,0.020710105920016014,0.5801983694455435,0.3362684367044551
1.2814952479353132,-46.33303985167945,0.16880087739031888,0.5963867703699407,0.354473418835477
1.4649580313009642,-52.41703088689566,0.15678348616683502,0.5661977583233209,0.3224680780138697
1.5999385119429188,-38.792240379663355,0.36261628739952956,0.5287060729535832,0.31835937125251434
1.6982508438915704,-40.81188381112759,0.32153408088157115,0.5081621568316901,0.3731356185120119
1.7778540279276787,-23.083863284909985,0.40029191244545087,0.4896485559683843,0.3031286405202968
1.834068657894336,-23.546306149141028,0.3987648678490514,0.46936507130663496,0.3864085430939931
1.875769904203215,-28.543030742291265,0.4505197798248135,0.4311325837214381,0.4158026801862307
1.9089216154368853,-15.473840115728152,0.35885530102652696,0.47560815310132903,0.38924210431588896
1.9398939230641432,13.415065790631694,0.5089551062229161,0.415381997488669,0.3973848087979149
1.9673952013213285,23.234558443814237,0.5749870010350977,0.41952041766317333,0.38942077378844764
1.9958730952146415,31.350261828368364,0.6712682441583598,0.4307452812246442,0.41055348148127846
2.020607350958788,26.131948317047698,0.6121088425049547,0.4569165543598901,0.49044352459911245
2.046531719102581,35.46759459707988,0.6422928948360868,0.3806925532256441,0.43486708549256836
2.063294199159473,38.039322403906716,0.7403728090772304,0.3933005289546011,0.4504222895443733
2.0820773863043076,41.559298315371244,0.9366211259774915,0.3373063317953935,0.46726242155637304
2.0986790902035186,28.948778605534557,0.9225869103311443,0.37540806991701886,0.5068833325665855
2.1156822916053835,33.0356421075017,0.8536718987939,0.31374398760101563,0.464297077678635
2.132141168869403,26.566896128495216,0.9260136537078519,0.3198572640351231,0.4888280735294048
2.148903525956818,46.79066065881949,0.8471787460894659,0.3410072018000219,0.4928015947025729
2.165829844636526,41.66429849915834,0.8450930049855853,0.31567067852847525,0.5226899238703674
2.183311495852605,43.563766708213414,0.9775037261285069,0.3450239627157309,0.5141891468181876
2.2014438123829967,46.33261423107717,0.8907621904664224,0.3570505569748787,0.48776426003176043
2.2204767786721646,28.692978837711127,0.9864129663751414,0.2959254404523264,0.5457284442421693
2.2405307894946844,41.6513373218849,1.0503864466951045,0.3342670486812639,0.5723409627850019
2.2616967405381048,37.996739922239676,0.9372637024432945,0.2856390836095988,0.5444054471072602
2.283883391746601,31.316017414829396,0.9801995145157015,0.2978420186489865,0.5389512907130952
2.3068683449229477,26.90282010390944,1.0415784952763376,0.3283600351900606,0.5382827798930597
2.3303743121068554,18.219342157737742,0.9255166188803665,0.31271586474556146,0.6069916668494864
2.3541884872386243,19.373918976955046,0.9054581067931609,0.2975254305782439,0.6243040062854401
2.3781680698143735,25.35366829944934,0.9665915041778399,0.2624751858935995,0.6377555960210388
2.4022281525783025,31.946856915869596,1.0197597815021744,0.3121141812276579,0.5727469678357794
2.4263180550661114,27.937695250392846,0.8745346240711118,0.23689826255689286,0.6196678000559662
2.4504105551842863,29.498479452935896,1.0213224298134245,0.2748973324520949,0.6120829015985177
2.4744924747750527,26.23813537132403,1.0602711287465052,0.25729776905948626,0.6211224810466816
2.4985600002978177,16.341259918043455,0.8054347376404748,0.25795333600829384,0.6662771867070859
2.522614780852474,34.21216559267594,1.0920805746639393,0.24225163073556802,0.6395990083221125
2.546661685095475,35.162570637053335,0.9738259223456667,0.25616911260121866,0.6605720074460375
2.57070703608889,25.67226225096593,0.9692363719767126,0.2046646823486733,0.675541105461508
2.59475750451845,47.46722603539481,0.9375897231868607,0.22162942786281883,0.6582668535434828
2.6188192809958744,12.646464670658222,1.032000147157902,0.23501877198956556,0.6535859649509738
2.642897526716337,28.454543698875703,0.8287587912052015,0.20770858069277945,0.6319153115021238
2.666995971851938,7.755301905233237,1.0469506217209914,0.158798140930002,0.6868185136849869
2.691116636303887,15.538922643633285,0.9004871015840912,0.2385394627716161,0.6834360252294421
2.7152595998411364,10.99598785160639,1.0035538963273334,0.21197869928044877,0.7379592273008442
2.739422821548646,26.9913137908855,0.87068185130588,0.1710506789067703,0.6606206591490343
2.7636019610640656,26.776437429973456,1.1131717928264868,0.2078264477587702,0.690249455975559
2.7877901943152623,12.237074224088396,0.9988012500812635,0.17596875237989967,0.6782198531236585
